 1.60000000000000E-0001  9.69985030457545E+0000
 6.60000000000000E-0001  1.07932084216064E+0001
 1.16000000000000E+0000  1.18664438706560E+0001
 1.66000000000000E+0000  1.29251195583172E+0001
 2.16000000000000E+0000  1.39396239680857E+0001
 2.66000000000000E+0000  1.49280594447586E+0001
 3.16000000000000E+0000  1.58640057986112E+0001
 3.66000000000000E+0000  1.67192138625351E+0001
 4.16000000000000E+0000  1.74576181098422E+0001
 4.66000000000000E+0000  1.80221701665473E+0001
 5.16000000000000E+0000  1.84023764417079E+0001
 5.66000000000000E+0000  1.85750460615941E+0001
 6.16000000000000E+0000  1.85449258323211E+0001
 6.66000000000000E+0000  1.83478953610084E+0001
 7.16000000000000E+0000  1.80332064368824E+0001
 7.66000000000000E+0000  1.76575943869654E+0001
 8.16000000000000E+0000  1.72618237039242E+0001
 8.66000000000000E+0000  1.68650469082042E+0001
 9.16000000000000E+0000  1.64780603422556E+0001
 9.66000000000000E+0000  1.61073526399692E+0001
 1.01600000000000E+0001  1.57579573618481E+0001
 1.06600000000000E+0001  1.54192176740189E+0001
 1.11600000000000E+0001  1.50891214010703E+0001
 1.16600000000000E+0001  1.47734322293220E+0001
 1.21600000000000E+0001  1.44731595393302E+0001
 1.26600000000000E+0001  1.41893086750950E+0001
 1.31600000000000E+0001  1.39228790490563E+0001
 1.36600000000000E+0001  1.36671006858365E+0001
 1.41600000000000E+0001  1.34343911056617E+0001
 1.46600000000000E+0001  1.32046799336624E+0001
 1.51600000000000E+0001  1.29932713065153E+0001
 1.56600000000000E+0001  1.28002731931345E+0001
 1.61600000000000E+0001  1.26119436521763E+0001
 1.66600000000000E+0001  1.24439188457665E+0001
 1.71600000000000E+0001  1.22827534986815E+0001
 1.76600000000000E+0001  1.21398101082710E+0001
 1.81600000000000E+0001  1.20026550367070E+0001
 1.86600000000000E+0001  1.18771344230476E+0001
 1.91600000000000E+0001  1.17583812690116E+0001
 1.96600000000000E+0001  1.16483560913638E+0001
 2.01600000000000E+0001  1.15469518879613E+0001
 2.06600000000000E+0001  1.14552517200529E+0001
 2.11600000000000E+0001  1.13597252364126E+0001
 2.16600000000000E+0001  1.12853739827385E+0001
 2.21600000000000E+0001  1.12014116795353E+0001
 2.26600000000000E+0001  1.11348016534559E+0001
 2.31600000000000E+0001  1.10701407302797E+0001
 2.36600000000000E+0001  1.09977493259431E+0001
 2.41600000000000E+0001  1.09446608569283E+0001
 2.46600000000000E+0001  1.08915633053254E+0001
 2.51600000000000E+0001  1.08413841252830E+0001
 2.56600000000000E+0001  1.07883022746272E+0001
 2.61600000000000E+0001  1.07371552557996E+0001
 2.66600000000000E+0001  1.06821467345437E+0001
 2.71600000000000E+0001  1.06416125189406E+0001
 2.76600000000000E+0001  1.05943257012254E+0001
 2.81600000000000E+0001  1.05518655978888E+0001
 2.86600000000000E+0001  1.04997500435278E+0001
 2.91600000000000E+0001  1.04524647492786E+0001
 2.96600000000000E+0001  1.04071196874282E+0001
 3.01600000000000E+0001  1.03665818710912E+0001
 3.06600000000000E+0001  1.03193054899111E+0001
 3.11600000000000E+0001  1.02826419724307E+0001
 3.16600000000000E+0001  1.02459581542850E+0001
 3.21600000000000E+0001  1.02035233805404E+0001
 3.26600000000000E+0001  1.01668637093258E+0001
 3.31600000000000E+0001  1.01302055977504E+0001
 3.36600000000000E+0001  1.00935490628074E+0001
 3.41600000000000E+0001  1.00578465230478E+0001
 3.46600000000000E+0001  1.00250908371860E+0001
 3.51600000000000E+0001  9.99904011425912E+0000
 3.56600000000000E+0001  9.96724564762141E+0000
 3.61600000000000E+0001  9.93640346595265E+0000
 3.66600000000000E+0001  9.90752504067405E+0000
 3.71600000000000E+0001  9.88241926172319E+0000
 3.76600000000000E+0001  9.86132177396900E+0000
 3.81600000000000E+0001  9.83630731567639E+0000
 3.86600000000000E+0001  9.81991222251680E+0000
 3.91600000000000E+0001  9.79501735606489E+0000
 3.96600000000000E+0001  9.77571776506724E+0000
 4.01600000000000E+0001  9.76235573404981E+0000
 4.06600000000000E+0001  9.73631465685189E+0000
 4.11600000000000E+0001  9.72403491549719E+0000
 4.16600000000000E+0001  9.71055573198674E+0000
 4.21600000000000E+0001  9.69524053151902E+0000
 4.26600000000000E+0001  9.67119818030994E+0000
 4.31600000000000E+0001  9.66371770319231E+0000
 4.36600000000000E+0001  9.64733242934371E+0000
 4.41600000000000E+0001  9.63968561517183E+0000
 4.46600000000000E+0001  9.63223190986607E+0000
 4.51600000000000E+0001  9.61876350476864E+0000
 4.56600000000000E+0001  9.61313641209251E+0000
 4.61600000000000E+0001  9.60751571733523E+0000
 4.66600000000000E+0001  9.59113541584483E+0000
 4.71600000000000E+0001  9.58440336917252E+0000
 4.76600000000000E+0001  9.58081126931796E+0000
 4.81600000000000E+0001  9.57431514882895E+0000
 4.86600000000000E+0001  9.56264305319402E+0000
 4.91600000000000E+0001  9.54942662436403E+0000
 4.96600000000000E+0001  9.54003214769975E+0000
 5.01600000000000E+0001  9.53445333838124E+0000
 5.06600000000000E+0001  9.51719627655531E+0000
 5.11600000000000E+0001  9.50870585652492E+0000
 5.16600000000000E+0001  9.50110038624095E+0000
 5.21600000000000E+0001  9.48472974135803E+0000
 5.26600000000000E+0001  9.47800563899974E+0000
 5.31600000000000E+0001  9.45755157394373E+0000
 5.36600000000000E+0001  9.44526536754652E+0000
 5.41600000000000E+0001  9.43561913287527E+0000
 5.46600000000000E+0001  9.42889556624980E+0000
 5.51600000000000E+0001  9.41924937594438E+0000
 5.56600000000000E+0001  9.40083530134362E+0000
 5.61600000000000E+0001  9.39907965127140E+0000
 5.66600000000000E+0001  9.38475816232184E+0000
 5.71600000000000E+0001  9.37598789493721E+0000
 5.76600000000000E+0001  9.37598789493721E+0000
 5.81600000000000E+0001  9.36341861788007E+0000
 5.86600000000000E+0001  9.36254279686476E+0000
 5.91600000000000E+0001  9.34997337466289E+0000
 5.96600000000000E+0001  9.33945244496306E+0000
 6.01600000000000E+0001  9.33478092866470E+0000
 6.06600000000000E+0001  9.32893262814226E+0000
 6.11600000000000E+0001  9.32221103862427E+0000
 6.16600000000000E+0001  9.31872574904118E+0000
 6.21600000000000E+0001  9.31200579317569E+0000
 6.26600000000000E+0001  9.31113713887925E+0000
 6.31600000000000E+0001  9.30853669264736E+0000
 6.36600000000000E+0001  9.30009010964111E+0000
 6.41600000000000E+0001  9.29836551755063E+0000
 6.46600000000000E+0001  9.29836551755063E+0000
 6.51600000000000E+0001  9.29492739705120E+0000
 6.56600000000000E+0001  9.28649952487650E+0000
 6.61600000000000E+0001  9.27893072910200E+0000
 6.66600000000000E+0001  9.27637245715400E+0000
 6.71600000000000E+0001  9.26257363150490E+0000
 6.76600000000000E+0001  9.25330460727408E+0000
 6.81600000000000E+0001  9.24906385684997E+0000
 6.86600000000000E+0001  9.24444136381233E+0000
 6.91600000000000E+0001  9.23479915829191E+0000
 6.96600000000000E+0001  9.23017961143660E+0000
 7.01600000000000E+0001  9.23102259013603E+0000
 7.06600000000000E+0001  9.22556279893148E+0000
 7.11600000000000E+0001  9.22388283434613E+0000
 7.16600000000000E+0001  9.21172880861776E+0000
 7.21600000000000E+0001  9.20502281131876E+0000
 7.26600000000000E+0001  9.20335326454094E+0000
 7.31600000000000E+0001  9.18617475855031E+0000
 7.36600000000000E+0001  9.17736693736789E+0000
 7.41600000000000E+0001  9.17443114815038E+0000
 7.46600000000000E+0001  9.16312580329673E+0000
 7.51600000000000E+0001  9.16185473086379E+0000
 7.56600000000000E+0001  9.15431717011107E+0000
 7.61600000000000E+0001  9.15514984047431E+0000
 7.66600000000000E+0001  9.15431717011107E+0000
 7.71600000000000E+0001  9.15431717011107E+0000
 7.76600000000000E+0001  9.15265465475738E+0000
 7.81600000000000E+0001  9.15393310908223E+0000
 7.86600000000000E+0001  9.15016794900675E+0000
 7.91600000000000E+0001  9.16063584005565E+0000
 7.96600000000000E+0001  9.17238492864146E+0000
 8.01600000000000E+0001  9.17284487286769E+0000
 8.06600000000000E+0001  9.16990662026076E+0000
 8.11600000000000E+0001  9.17872160030119E+0000
 8.16600000000000E+0001  9.17578319957155E+0000
 8.21600000000000E+0001  9.17954596958221E+0000
 8.26600000000000E+0001  9.17379514815389E+0000
 8.31600000000000E+0001  9.18849613748323E+0000
 8.36600000000000E+0001  9.19307179403369E+0000
 8.41600000000000E+0001  9.19813423081236E+0000
 8.46600000000000E+0001  9.20156955041808E+0000
 8.51600000000000E+0001  9.20156955041808E+0000
 8.56600000000000E+0001  9.19832204996073E+0000
 8.61600000000000E+0001  9.19081845006955E+0000
 8.66600000000000E+0001  9.18706739308936E+0000
 8.71600000000000E+0001  9.18037381548762E+0000
 8.76600000000000E+0001  9.16965677205178E+0000
 8.81600000000000E+0001  9.16885487581638E+0000
 8.86600000000000E+0001  9.16296572191190E+0000
 8.91600000000000E+0001  9.16056416544755E+0000
 8.96600000000000E+0001  9.15467374744935E+0000
 9.01600000000000E+0001  9.14878360881931E+0000
 9.06600000000000E+0001  9.15013079849414E+0000
 9.11600000000000E+0001  9.14638749274344E+0000
 9.16600000000000E+0001  9.14933329837790E+0000
 9.21600000000000E+0001  9.14933329837790E+0000
 9.26600000000000E+0001  9.14423977054498E+0000
 9.31600000000000E+0001  9.14694648991033E+0000
 9.36600000000000E+0001  9.14694648991033E+0000
 9.41600000000000E+0001  9.13946592693049E+0000
 9.46600000000000E+0001  9.13867361073193E+0000
 9.51600000000000E+0001  9.13040649596516E+0000
 9.56600000000000E+0001  9.13414411569481E+0000
 9.61600000000000E+0001  9.13846214495653E+0000
 9.66600000000000E+0001  9.12961747398726E+0000
 9.71600000000000E+0001  9.12588106190129E+0000
 9.76600000000000E+0001  9.12509368985559E+0000
 9.81600000000000E+0001  9.13767483778153E+0000
 9.86600000000000E+0001  9.12785302102732E+0000
 9.91600000000000E+0001  9.12333959094765E+0000
 9.96600000000000E+0001  9.12457469135184E+0000
 1.00160000000000E+0002  9.12007495655086E+0000
 1.00660000000000E+0002  9.12071317087040E+0000
 1.01160000000000E+0002  9.11840773002858E+0000
 1.01660000000000E+0002  9.11982987038399E+0000
 1.02160000000000E+0002  9.10648315258193E+0000
 1.02660000000000E+0002  9.10639059750889E+0000
 1.03160000000000E+0002  9.10858712052555E+0000
 1.03660000000000E+0002  9.10858712052555E+0000
 1.04160000000000E+0002  9.10776297519325E+0000
 1.04660000000000E+0002  9.10625764382407E+0000
 1.05160000000000E+0002  9.09809005377871E+0000
 1.05660000000000E+0002  9.09510051556933E+0000
 1.06160000000000E+0002  9.09435553763151E+0000
 1.06660000000000E+0002  9.09360588998426E+0000
 1.07160000000000E+0002  9.08473241281399E+0000
 1.07660000000000E+0002  9.07288624146693E+0000
 1.08160000000000E+0002  9.06400224139236E+0000
 1.08660000000000E+0002  9.06252869239737E+0000
 1.09160000000000E+0002  9.05070542413644E+0000
 1.09660000000000E+0002  9.04851183306609E+0000
 1.10160000000000E+0002  9.03592919120558E+0000
 1.10660000000000E+0002  9.03223651147576E+0000
 1.11160000000000E+0002  9.02708980825432E+0000
 1.11660000000000E+0002  9.02339970386731E+0000
 1.12160000000000E+0002  9.01305658424662E+0000
 1.12660000000000E+0002  9.01233272585744E+0000
 1.13160000000000E+0002  9.00872806848900E+0000
 1.13660000000000E+0002  9.00432662230800E+0000
 1.14160000000000E+0002  8.99471071985853E+0000
 1.14660000000000E+0002  8.99256560941713E+0000
 1.15160000000000E+0002  8.99327966750593E+0000
 1.15660000000000E+0002  8.98734592990766E+0000
 1.16160000000000E+0002  8.97844575029509E+0000
 1.16660000000000E+0002  8.98069741819541E+0000
 1.17160000000000E+0002  8.97701625490539E+0000
 1.17660000000000E+0002  8.97701625490539E+0000
 1.18160000000000E+0002  8.97476366344238E+0000
 1.18660000000000E+0002  8.97476366344238E+0000
 1.19160000000000E+0002  8.96372079568664E+0000
 1.19660000000000E+0002  8.96965562587840E+0000
 1.20160000000000E+0002  8.96526512285991E+0000
 1.20660000000000E+0002  8.96300853901898E+0000
 1.21160000000000E+0002  8.96300853901898E+0000
 1.21660000000000E+0002  8.95932946331612E+0000
 1.22160000000000E+0002  8.95565095606481E+0000
 1.22660000000000E+0002  8.96229726490260E+0000
 1.23160000000000E+0002  8.95861893668044E+0000
 1.23660000000000E+0002  8.95494117756901E+0000
 1.24160000000000E+0002  8.95578666554671E+0000
 1.24660000000000E+0002  8.95805026686516E+0000
 1.25160000000000E+0002  8.96188003402224E+0000
 1.25660000000000E+0002  8.96117906319670E+0000
 1.26160000000000E+0002  8.95594005118276E+0000
 1.26660000000000E+0002  8.95383869941486E+0000
 1.27160000000000E+0002  8.95314021966383E+0000
 1.27660000000000E+0002  8.94580367043349E+0000
 1.28160000000000E+0002  8.94807916442984E+0000
 1.28660000000000E+0002  8.94213626309650E+0000
 1.29160000000000E+0002  8.94074679551404E+0000
 1.29660000000000E+0002  8.94074679551404E+0000
 1.30160000000000E+0002  8.93777496408434E+0000
 1.30660000000000E+0002  8.93272501262255E+0000
 1.31160000000000E+0002  8.93203426588921E+0000
 1.31660000000000E+0002  8.92699462940401E+0000
 1.32160000000000E+0002  8.92996796261817E+0000
 1.32660000000000E+0002  8.92859537683409E+0000
 1.33160000000000E+0002  8.92196258478549E+0000
 1.33660000000000E+0002  8.91693814488646E+0000
 1.34160000000000E+0002  8.91625662036106E+0000
 1.34660000000000E+0002  8.90988798460939E+0000
 1.35160000000000E+0002  8.89826066994402E+0000
 1.35660000000000E+0002  8.89393963728887E+0000
 1.36160000000000E+0002  8.89490819173354E+0000
