 1.60000000000000E-0001  9.13696289062500E+0000  3.25622558593750E+0000 
 6.60000000000000E-0001  1.01715087890625E+0001  3.61022949218750E+0000 
 1.16000000000000E+0000  1.11846923828125E+0001  3.96423339843750E+0000 
 1.66000000000000E+0000  1.21856689453125E+0001  4.30908203125000E+0000 
 2.16000000000000E+0000  1.31408691406250E+0001  4.65087890625000E+0000 
 2.66000000000000E+0000  1.40716552734375E+0001  4.98352050781250E+0000 
 3.16000000000000E+0000  1.49597167968750E+0001  5.27954101562500E+0000 
 3.66000000000000E+0000  1.57653808593750E+0001  5.56640625000000E+0000 
 4.16000000000000E+0000  1.64611816406250E+0001  5.81359863281250E+0000 
 4.66000000000000E+0000  1.69952392578125E+0001  5.99670410156250E+0000 
 5.16000000000000E+0000  1.73553466796875E+0001  6.11877441406250E+0000 
 5.66000000000000E+0000  1.75201416015625E+0001  6.17065429687500E+0000 
 6.16000000000000E+0000  1.74957275390625E+0001  6.14929199218750E+0000 
 6.66000000000000E+0000  1.73126220703125E+0001  6.07604980468750E+0000 
 7.16000000000000E+0000  1.70166015625000E+0001  5.96923828125000E+0000 
 7.66000000000000E+0000  1.66656494140625E+0001  5.83496093750000E+0000 
 8.16000000000000E+0000  1.62933349609375E+0001  5.70068359375000E+0000 
 8.66000000000000E+0000  1.59210205078125E+0001  5.56335449218750E+0000 
 9.16000000000000E+0000  1.55548095703125E+0001  5.43823242187500E+0000 
 9.66000000000000E+0000  1.52069091796875E+0001  5.31005859375000E+0000 
 1.01600000000000E+0001  1.48773193359375E+0001  5.19409179687500E+0000 
 1.06600000000000E+0001  1.45568847656250E+0001  5.08422851562500E+0000 
 1.11600000000000E+0001  1.42456054687500E+0001  4.97436523437500E+0000 
 1.16600000000000E+0001  1.39495849609375E+0001  4.86450195312500E+0000 
 1.21600000000000E+0001  1.36688232421875E+0001  4.75769042968750E+0000 
 1.26600000000000E+0001  1.34033203125000E+0001  4.65698242187500E+0000 
 1.31600000000000E+0001  1.31530761718750E+0001  4.56542968750000E+0000 
 1.36600000000000E+0001  1.29119873046875E+0001  4.47998046875000E+0000 
 1.41600000000000E+0001  1.26953125000000E+0001  4.39453125000000E+0000 
 1.46600000000000E+0001  1.24786376953125E+0001  4.31823730468750E+0000 
 1.51600000000000E+0001  1.22802734375000E+0001  4.24499511718750E+0000 
 1.56600000000000E+0001  1.20971679687500E+0001  4.18395996093750E+0000 
 1.61600000000000E+0001  1.19232177734375E+0001  4.11071777343750E+0000 
 1.66600000000000E+0001  1.17675781250000E+0001  4.04663085937500E+0000 
 1.71600000000000E+0001  1.16149902343750E+0001  3.99475097656250E+0000 
 1.76600000000000E+0001  1.14837646484375E+0001  3.93676757812500E+0000 
 1.81600000000000E+0001  1.13586425781250E+0001  3.87878417968750E+0000 
 1.86600000000000E+0001  1.12426757812500E+0001  3.82995605468750E+0000 
 1.91600000000000E+0001  1.11328125000000E+0001  3.78417968750000E+0000 
 1.96600000000000E+0001  1.10290527343750E+0001  3.74755859375000E+0000 
 2.01600000000000E+0001  1.09375000000000E+0001  3.70178222656250E+0000 
 2.06600000000000E+0001  1.08520507812500E+0001  3.66821289062500E+0000 
 2.11600000000000E+0001  1.07604980468750E+0001  3.64074707031250E+0000 
 2.16600000000000E+0001  1.06933593750000E+0001  3.60717773437500E+0000 
 2.21600000000000E+0001  1.06140136718750E+0001  3.57971191406250E+0000 
 2.26600000000000E+0001  1.05529785156250E+0001  3.55224609375000E+0000 
 2.31600000000000E+0001  1.04919433593750E+0001  3.53088378906250E+0000 
 2.36600000000000E+0001  1.04248046875000E+0001  3.50341796875000E+0000 
 2.41600000000000E+0001  1.03759765625000E+0001  3.48205566406250E+0000 
 2.46600000000000E+0001  1.03302001953125E+0001  3.45153808593750E+0000 
 2.51600000000000E+0001  1.02813720703125E+0001  3.43933105468750E+0000 
 2.56600000000000E+0001  1.02325439453125E+0001  3.41796875000000E+0000 
 2.61600000000000E+0001  1.01837158203125E+0001  3.40270996093750E+0000 
 2.66600000000000E+0001  1.01318359375000E+0001  3.38439941406250E+0000 
 2.71600000000000E+0001  1.00952148437500E+0001  3.36608886718750E+0000 
 2.76600000000000E+0001  1.00494384765625E+0001  3.35388183593750E+0000 
 2.81600000000000E+0001  1.00128173828125E+0001  3.32946777343750E+0000 
 2.86600000000000E+0001  9.96093750000000E+0000  3.32031250000000E+0000 
 2.91600000000000E+0001  9.91821289062500E+0000  3.29895019531250E+0000 
 2.96600000000000E+0001  9.87854003906250E+0000  3.27453613281250E+0000 
 3.01600000000000E+0001  9.83886718750000E+0000  3.26538085937500E+0000 
 3.06600000000000E+0001  9.79614257812500E+0000  3.24401855468750E+0000 
 3.11600000000000E+0001  9.76257324218750E+0000  3.22875976562500E+0000 
 3.16600000000000E+0001  9.72595214843750E+0000  3.22265625000000E+0000 
 3.21600000000000E+0001  9.68933105468750E+0000  3.19824218750000E+0000 
 3.26600000000000E+0001  9.65576171875000E+0000  3.18298339843750E+0000 
 3.31600000000000E+0001  9.62219238281250E+0000  3.16772460937500E+0000 
 3.36600000000000E+0001  9.58862304687500E+0000  3.15246582031250E+0000 
 3.41600000000000E+0001  9.55505371093750E+0000  3.14025878906250E+0000 
 3.46600000000000E+0001  9.52758789062500E+0000  3.11889648437500E+0000 
 3.51600000000000E+0001  9.50317382812500E+0000  3.10974121093750E+0000 
 3.56600000000000E+0001  9.47570800781250E+0000  3.09143066406250E+0000 
 3.61600000000000E+0001  9.44824218750000E+0000  3.07617187500000E+0000 
 3.66600000000000E+0001  9.42382812500000E+0000  3.05786132812500E+0000 
 3.71600000000000E+0001  9.39941406250000E+0000  3.05175781250000E+0000 
 3.76600000000000E+0001  9.38415527343750E+0000  3.03039550781250E+0000 
 3.81600000000000E+0001  9.36279296875000E+0000  3.01513671875000E+0000 
 3.86600000000000E+0001  9.34753417968750E+0000  3.00903320312500E+0000 
 3.91600000000000E+0001  9.32922363281250E+0000  2.98461914062500E+0000 
 3.96600000000000E+0001  9.31091308593750E+0000  2.97851562500000E+0000 
 4.01600000000000E+0001  9.30175781250000E+0000  2.96325683593750E+0000 
 4.06600000000000E+0001  9.27734375000000E+0000  2.95410156250000E+0000 
 4.11600000000000E+0001  9.27124023437500E+0000  2.93273925781250E+0000 
 4.16600000000000E+0001  9.25903320312500E+0000  2.92663574218750E+0000 
 4.21600000000000E+0001  9.24682617187500E+0000  2.91442871093750E+0000 
 4.26600000000000E+0001  9.22546386718750E+0000  2.90222167968750E+0000 
 4.31600000000000E+0001  9.22241210937500E+0000  2.88696289062500E+0000 
 4.36600000000000E+0001  9.20715332031250E+0000  2.88085937500000E+0000 
 4.41600000000000E+0001  9.20104980468750E+0000  2.87475585937500E+0000 
 4.46600000000000E+0001  9.19799804687500E+0000  2.85949707031250E+0000 
 4.51600000000000E+0001  9.18579101562500E+0000  2.85339355468750E+0000 
 4.56600000000000E+0001  9.18273925781250E+0000  2.84423828125000E+0000 
 4.61600000000000E+0001  9.17968750000000E+0000  2.83508300781250E+0000 
 4.66600000000000E+0001  9.16442871093750E+0000  2.82897949218750E+0000 
 4.71600000000000E+0001  9.15832519531250E+0000  2.82592773437500E+0000 
 4.76600000000000E+0001  9.15832519531250E+0000  2.81372070312500E+0000 
 4.81600000000000E+0001  9.15527343750000E+0000  2.80151367187500E+0000 
 4.86600000000000E+0001  9.14306640625000E+0000  2.80151367187500E+0000 
 4.91600000000000E+0001  9.13391113281250E+0000  2.78625488281250E+0000 
 4.96600000000000E+0001  9.12780761718750E+0000  2.77404785156250E+0000 
 5.01600000000000E+0001  9.12475585937500E+0000  2.76489257812500E+0000 
 5.06600000000000E+0001  9.10949707031250E+0000  2.75573730468750E+0000 
 5.11600000000000E+0001  9.10339355468750E+0000  2.74658203125000E+0000 
 5.16600000000000E+0001  9.09729003906250E+0000  2.74047851562500E+0000 
 5.21600000000000E+0001  9.08203125000000E+0000  2.73437500000000E+0000 
 5.26600000000000E+0001  9.07592773437500E+0000  2.73132324218750E+0000 
 5.31600000000000E+0001  9.05456542968750E+0000  2.73132324218750E+0000 
 5.36600000000000E+0001  9.04541015625000E+0000  2.71911621093750E+0000 
 5.41600000000000E+0001  9.03625488281250E+0000  2.71606445312500E+0000 
 5.46600000000000E+0001  9.03015136718750E+0000  2.71301269531250E+0000 
 5.51600000000000E+0001  9.02099609375000E+0000  2.70996093750000E+0000 
 5.56600000000000E+0001  9.00268554687500E+0000  2.70690917968750E+0000 
 5.61600000000000E+0001  9.00268554687500E+0000  2.70080566406250E+0000 
 5.66600000000000E+0001  8.99047851562500E+0000  2.69165039062500E+0000 
 5.71600000000000E+0001  8.98132324218750E+0000  2.69165039062500E+0000 
 5.76600000000000E+0001  8.98132324218750E+0000  2.69165039062500E+0000 
 5.81600000000000E+0001  8.96911621093750E+0000  2.68859863281250E+0000 
 5.86600000000000E+0001  8.96911621093750E+0000  2.68554687500000E+0000 
 5.91600000000000E+0001  8.95690917968750E+0000  2.68249511718750E+0000 
 5.96600000000000E+0001  8.94775390625000E+0000  2.67639160156250E+0000 
 6.01600000000000E+0001  8.94470214843750E+0000  2.67028808593750E+0000 
 6.06600000000000E+0001  8.93859863281250E+0000  2.67028808593750E+0000 
 6.11600000000000E+0001  8.93249511718750E+0000  2.66723632812500E+0000 
 6.16600000000000E+0001  8.93249511718750E+0000  2.65502929687500E+0000 
 6.21600000000000E+0001  8.92639160156250E+0000  2.65197753906250E+0000 
 6.26600000000000E+0001  8.92639160156250E+0000  2.64892578125000E+0000 
 6.31600000000000E+0001  8.92639160156250E+0000  2.63977050781250E+0000 
 6.36600000000000E+0001  8.92028808593750E+0000  2.63061523437500E+0000 
 6.41600000000000E+0001  8.92028808593750E+0000  2.62451171875000E+0000 
 6.46600000000000E+0001  8.92028808593750E+0000  2.62451171875000E+0000 
 6.51600000000000E+0001  8.92028808593750E+0000  2.61230468750000E+0000 
 6.56600000000000E+0001  8.91418457031250E+0000  2.60314941406250E+0000 
 6.61600000000000E+0001  8.90808105468750E+0000  2.59704589843750E+0000 
 6.66600000000000E+0001  8.90808105468750E+0000  2.58789062500000E+0000 
 6.71600000000000E+0001  8.89282226562500E+0000  2.59094238281250E+0000 
 6.76600000000000E+0001  8.88671875000000E+0000  2.57873535156250E+0000 
 6.81600000000000E+0001  8.88671875000000E+0000  2.56347656250000E+0000 
 6.86600000000000E+0001  8.88366699218750E+0000  2.55737304687500E+0000 
 6.91600000000000E+0001  8.87451171875000E+0000  2.55432128906250E+0000 
 6.96600000000000E+0001  8.87145996093750E+0000  2.54821777343750E+0000 
 7.01600000000000E+0001  8.87145996093750E+0000  2.55126953125000E+0000 
 7.06600000000000E+0001  8.86840820312500E+0000  2.54211425781250E+0000 
 7.11600000000000E+0001  8.86840820312500E+0000  2.53601074218750E+0000 
 7.16600000000000E+0001  8.85925292968750E+0000  2.52380371093750E+0000 
 7.21600000000000E+0001  8.85314941406250E+0000  2.52075195312500E+0000 
 7.26600000000000E+0001  8.85314941406250E+0000  2.51464843750000E+0000 
 7.31600000000000E+0001  8.83789062500000E+0000  2.50549316406250E+0000 
 7.36600000000000E+0001  8.82873535156250E+0000  2.50549316406250E+0000 
 7.41600000000000E+0001  8.82568359375000E+0000  2.50549316406250E+0000 
 7.46600000000000E+0001  8.81652832031250E+0000  2.49633789062500E+0000 
 7.51600000000000E+0001  8.81347656250000E+0000  2.50244140625000E+0000 
 7.56600000000000E+0001  8.80737304687500E+0000  2.49633789062500E+0000 
 7.61600000000000E+0001  8.80737304687500E+0000  2.49938964843750E+0000 
 7.66600000000000E+0001  8.80737304687500E+0000  2.49633789062500E+0000 
 7.71600000000000E+0001  8.80737304687500E+0000  2.49633789062500E+0000 
 7.76600000000000E+0001  8.80737304687500E+0000  2.49023437500000E+0000 
 7.81600000000000E+0001  8.81042480468750E+0000  2.48413085937500E+0000 
 7.86600000000000E+0001  8.80737304687500E+0000  2.48107910156250E+0000 
 7.91600000000000E+0001  8.81652832031250E+0000  2.48718261718750E+0000 
 7.96600000000000E+0001  8.82873535156250E+0000  2.48718261718750E+0000 
 8.01600000000000E+0001  8.83178710937500E+0000  2.47802734375000E+0000 
 8.06600000000000E+0001  8.82873535156250E+0000  2.47802734375000E+0000 
 8.11600000000000E+0001  8.83789062500000E+0000  2.47802734375000E+0000 
 8.16600000000000E+0001  8.83483886718750E+0000  2.47802734375000E+0000 
 8.21600000000000E+0001  8.83789062500000E+0000  2.48107910156250E+0000 
 8.26600000000000E+0001  8.83789062500000E+0000  2.45971679687500E+0000 
 8.31600000000000E+0001  8.85314941406250E+0000  2.45971679687500E+0000 
 8.36600000000000E+0001  8.85620117187500E+0000  2.46582031250000E+0000 
 8.41600000000000E+0001  8.86230468750000E+0000  2.46276855468750E+0000 
 8.46600000000000E+0001  8.86840820312500E+0000  2.45361328125000E+0000 
 8.51600000000000E+0001  8.86840820312500E+0000  2.45361328125000E+0000 
 8.56600000000000E+0001  8.86840820312500E+0000  2.44140625000000E+0000 
 8.61600000000000E+0001  8.86230468750000E+0000  2.43530273437500E+0000 
 8.66600000000000E+0001  8.85925292968750E+0000  2.43225097656250E+0000 
 8.71600000000000E+0001  8.85314941406250E+0000  2.42919921875000E+0000 
 8.76600000000000E+0001  8.84704589843750E+0000  2.41088867187500E+0000 
 8.81600000000000E+0001  8.84704589843750E+0000  2.40783691406250E+0000 
 8.86600000000000E+0001  8.84094238281250E+0000  2.40783691406250E+0000 
 8.91600000000000E+0001  8.84094238281250E+0000  2.39868164062500E+0000 
 8.96600000000000E+0001  8.83483886718750E+0000  2.39868164062500E+0000 
 9.01600000000000E+0001  8.82873535156250E+0000  2.39868164062500E+0000 
 9.06600000000000E+0001  8.83178710937500E+0000  2.39257812500000E+0000 
 9.11600000000000E+0001  8.82873535156250E+0000  2.38952636718750E+0000 
 9.16600000000000E+0001  8.83178710937500E+0000  2.38952636718750E+0000 
 9.21600000000000E+0001  8.83178710937500E+0000  2.38952636718750E+0000 
 9.26600000000000E+0001  8.82568359375000E+0000  2.39257812500000E+0000 
 9.31600000000000E+0001  8.83178710937500E+0000  2.38037109375000E+0000 
 9.36600000000000E+0001  8.83178710937500E+0000  2.38037109375000E+0000 
 9.41600000000000E+0001  8.82568359375000E+0000  2.37426757812500E+0000 
 9.46600000000000E+0001  8.82568359375000E+0000  2.37121582031250E+0000 
 9.51600000000000E+0001  8.81958007812500E+0000  2.36206054687500E+0000 
 9.56600000000000E+0001  8.82263183593750E+0000  2.36511230468750E+0000 
 9.61600000000000E+0001  8.82873535156250E+0000  2.35900878906250E+0000 
 9.66600000000000E+0001  8.81958007812500E+0000  2.35900878906250E+0000 
 9.71600000000000E+0001  8.81652832031250E+0000  2.35595703125000E+0000 
 9.76600000000000E+0001  8.81652832031250E+0000  2.35290527343750E+0000 
 9.81600000000000E+0001  8.82873535156250E+0000  2.35595703125000E+0000 
 9.86600000000000E+0001  8.82263183593750E+0000  2.34069824218750E+0000 
 9.91600000000000E+0001  8.81958007812500E+0000  2.33459472656250E+0000 
 9.96600000000000E+0001  8.82568359375000E+0000  2.31628417968750E+0000 
 1.00160000000000E+0002  8.82263183593750E+0000  2.31018066406250E+0000 
 1.00660000000000E+0002  8.82568359375000E+0000  2.30102539062500E+0000 
 1.01160000000000E+0002  8.82568359375000E+0000  2.29187011718750E+0000 
 1.01660000000000E+0002  8.82873535156250E+0000  2.28576660156250E+0000 
 1.02160000000000E+0002  8.81652832031250E+0000  2.27966308593750E+0000 
 1.02660000000000E+0002  8.81958007812500E+0000  2.26745605468750E+0000 
 1.03160000000000E+0002  8.82263183593750E+0000  2.26440429687500E+0000 
 1.03660000000000E+0002  8.82263183593750E+0000  2.26440429687500E+0000 
 1.04160000000000E+0002  8.82568359375000E+0000  2.24914550781250E+0000 
 1.04660000000000E+0002  8.82568359375000E+0000  2.24304199218750E+0000 
 1.05160000000000E+0002  8.81958007812500E+0000  2.23388671875000E+0000 
 1.05660000000000E+0002  8.81958007812500E+0000  2.22167968750000E+0000 
 1.06160000000000E+0002  8.81958007812500E+0000  2.21862792968750E+0000 
 1.06660000000000E+0002  8.82263183593750E+0000  2.20336914062500E+0000 
 1.07160000000000E+0002  8.81652832031250E+0000  2.19116210937500E+0000 
 1.07660000000000E+0002  8.80432128906250E+0000  2.19116210937500E+0000 
 1.08160000000000E+0002  8.79516601562500E+0000  2.19116210937500E+0000 
 1.08660000000000E+0002  8.79516601562500E+0000  2.18505859375000E+0000 
 1.09160000000000E+0002  8.78601074218750E+0000  2.17285156250000E+0000 
 1.09660000000000E+0002  8.78601074218750E+0000  2.16369628906250E+0000 
 1.10160000000000E+0002  8.77380371093750E+0000  2.16064453125000E+0000 
 1.10660000000000E+0002  8.77075195312500E+0000  2.15759277343750E+0000 
 1.11160000000000E+0002  8.76770019531250E+0000  2.14843750000000E+0000 
 1.11660000000000E+0002  8.76464843750000E+0000  2.14538574218750E+0000 
 1.12160000000000E+0002  8.75549316406250E+0000  2.13928222656250E+0000 
 1.12660000000000E+0002  8.75549316406250E+0000  2.13623046875000E+0000 
 1.13160000000000E+0002  8.75549316406250E+0000  2.12097167968750E+0000 
 1.13660000000000E+0002  8.75244140625000E+0000  2.11486816406250E+0000 
 1.14160000000000E+0002  8.74328613281250E+0000  2.11181640625000E+0000 
 1.14660000000000E+0002  8.74328613281250E+0000  2.10266113281250E+0000 
 1.15160000000000E+0002  8.74328613281250E+0000  2.10571289062500E+0000 
 1.15660000000000E+0002  8.73718261718750E+0000  2.10571289062500E+0000 
 1.16160000000000E+0002  8.72802734375000E+0000  2.10571289062500E+0000 
 1.16660000000000E+0002  8.73107910156250E+0000  2.10266113281250E+0000 
 1.17160000000000E+0002  8.72802734375000E+0000  2.09960937500000E+0000 
 1.17660000000000E+0002  8.72802734375000E+0000  2.09960937500000E+0000 
 1.18160000000000E+0002  8.72497558593750E+0000  2.10266113281250E+0000 
 1.18660000000000E+0002  8.72497558593750E+0000  2.10266113281250E+0000 
 1.19160000000000E+0002  8.71582031250000E+0000  2.09350585937500E+0000 
 1.19660000000000E+0002  8.72192382812500E+0000  2.09350585937500E+0000 
 1.20160000000000E+0002  8.71887207031250E+0000  2.08740234375000E+0000 
 1.20660000000000E+0002  8.71582031250000E+0000  2.09045410156250E+0000 
 1.21160000000000E+0002  8.71582031250000E+0000  2.09045410156250E+0000 
 1.21660000000000E+0002  8.71276855468750E+0000  2.08740234375000E+0000 
 1.22160000000000E+0002  8.70971679687500E+0000  2.08435058593750E+0000 
 1.22660000000000E+0002  8.71582031250000E+0000  2.08740234375000E+0000 
