 0.00000000000000E+0000 -3.14819335937500E-0002  3.06433105468750E-0001 
 5.00000000000000E-0001 -4.11132812500000E-0002  2.25469970703125E-0001 
 1.00000000000000E+0000 -4.55078125000000E-0002  3.75183105468750E-0002 
 1.50000000000000E+0000 -6.30493164062498E-0003 -2.04608154296875E-0001 
 2.00000000000000E+0000  1.09185791015624E-0001 -4.24365234375000E-0001 
 2.50000000000000E+0000  2.40655517578125E-0001 -5.84423828125000E-0001 
 3.00000000000000E+0000  3.06628417968750E-0001 -6.40917968750000E-0001 
 3.50000000000000E+0000  3.01647949218750E-0001 -5.79724121093749E-0001 
 4.00000000000000E+0000  2.30596923828125E-0001 -4.55187988281250E-0001 
 4.50000000000000E+0000  9.04541015625001E-0002 -3.12469482421875E-0001 
 5.00000000000000E+0000 -8.10485839843749E-0002 -1.81420898437500E-0001 
 5.50000000000000E+0000 -2.27947998046875E-0001 -1.01232910156250E-0001 
 6.00000000000000E+0000 -3.17938232421875E-0001 -8.87939453125001E-0002 
 6.50000000000000E+0000 -3.50830078125000E-0001 -1.12133789062500E-0001 
 7.00000000000000E+0000 -3.30999755859375E-0001 -1.32275390625000E-0001 
 7.50000000000000E+0000 -2.74426269531250E-0001 -1.34161376953125E-0001 
 8.00000000000000E+0000 -1.97998046875000E-0001 -9.15100097656250E-0002 
 8.50000000000000E+0000 -9.92858886718749E-0002  3.94287109375000E-0003 
 9.00000000000000E+0000  1.45874023437500E-0002  1.21569824218749E-0001 
 9.50000000000000E+0000  1.25061035156250E-0001  2.29376220703125E-0001 
 1.00000000000000E+0001  2.14752197265625E-0001  3.13281250000000E-0001 
 1.05000000000000E+0001  2.73968505859375E-0001  3.55474853515625E-0001 
 1.10000000000000E+0001  2.89410400390625E-0001  3.35803222656250E-0001 
 1.15000000000000E+0001  2.57055664062500E-0001  2.69531250000001E-0001 
 1.20000000000000E+0001  1.99658203125000E-0001  1.85607910156250E-0001 
 1.25000000000000E+0001  1.40057373046875E-0001  9.60571289062501E-0002 
 1.30000000000000E+0001  9.14428710937498E-0002  1.25000000000000E-0002 
 1.35000000000000E+0001  6.64428710937500E-0002 -4.98840332031250E-0002 
 1.40000000000000E+0001  6.79687500000000E-0002 -8.58642578125000E-0002 
 1.45000000000000E+0001  8.29772949218749E-0002 -9.83764648437500E-0002 
 1.50000000000000E+0001  9.47448730468751E-0002 -9.09606933593750E-0002 
 1.55000000000000E+0001  9.85778808593750E-0002 -6.93176269531250E-0002 
 1.60000000000000E+0001  9.76562500000000E-0002 -4.44763183593750E-0002 
 1.65000000000000E+0001  9.71801757812500E-0002 -2.39868164062500E-0002 
 1.70000000000000E+0001  1.08447265624999E-0001 -1.46118164062500E-0002 
 1.75000000000000E+0001  1.34899902343750E-0001 -2.86804199218750E-0002 
 1.80000000000000E+0001  1.61950683593750E-0001 -5.90087890625001E-0002 
 1.85000000000000E+0001  1.78332519531250E-0001 -8.18115234375001E-0002 
 1.90000000000000E+0001  1.84497070312500E-0001 -8.80676269531250E-0002 
 1.95000000000000E+0001  1.73101806640625E-0001 -8.03100585937500E-0002 
 2.00000000000000E+0001  1.32794189453125E-0001 -5.38818359375000E-0002 
 2.05000000000000E+0001  6.54602050781250E-0002 -1.13220214843750E-0002 
 2.10000000000000E+0001 -1.36352539062499E-0002  2.81921386718750E-0002 
 2.15000000000000E+0001 -9.21691894531249E-0002  5.00488281250000E-0002 
 2.20000000000000E+0001 -1.61694335937500E-0001  5.51147460937501E-0002 
 2.25000000000000E+0001 -2.11145019531250E-0001  4.73266601562501E-0002 
 2.30000000000000E+0001 -2.28094482421875E-0001  3.11218261718750E-0002 
 2.35000000000000E+0001 -2.13452148437500E-0001  2.00988769531250E-0002 
 2.40000000000000E+0001 -1.78753662109375E-0001  2.79296875000001E-0002 
 2.45000000000000E+0001 -1.32202148437500E-0001  4.93103027343749E-0002 
 2.50000000000000E+0001 -8.35388183593750E-0002  7.37609863281250E-0002 
 2.55000000000000E+0001 -4.14733886718750E-0002  9.67712402343749E-0002 
 2.60000000000000E+0001 -1.37207031249999E-0002  1.04980468750000E-0001 
 2.65000000000000E+0001 -2.31323242187501E-0003  8.44787597656250E-0002 
 2.70000000000000E+0001 -8.11767578125001E-0004  4.11865234375000E-0002 
 2.75000000000000E+0001 -2.78930664062500E-0003 -1.03698730468750E-0002 
 2.80000000000000E+0001 -7.05566406250000E-0003 -6.02294921875000E-0002 
 2.85000000000000E+0001 -1.11022949218750E-0002 -9.85107421875001E-0002 
 2.90000000000000E+0001 -1.45507812500000E-0002 -1.15264892578125E-0001 
 2.95000000000000E+0001 -1.83105468750000E-0002 -1.12213134765625E-0001 
 3.00000000000000E+0001 -2.35534667968750E-0002 -1.05499267578124E-0001 
 3.05000000000000E+0001 -3.54492187500000E-0002 -1.02777099609374E-0001 
 3.10000000000000E+0001 -5.48034667968749E-0002 -1.02001953125000E-0001 
 3.15000000000000E+0001 -7.71972656250001E-0002 -1.04846191406250E-0001 
 3.20000000000000E+0001 -9.90173339843751E-0002 -1.10516357421874E-0001 
 3.25000000000000E+0001 -1.15447998046874E-0001 -1.07421875000000E-0001 
 3.30000000000000E+0001 -1.23034667968750E-0001 -8.80310058593751E-0002 
 3.35000000000000E+0001 -1.18121337890625E-0001 -5.40771484375000E-0002 
 3.40000000000000E+0001 -9.98046874999999E-0002 -1.34887695312500E-0002 
 3.45000000000000E+0001 -7.63977050781250E-0002  3.02429199218750E-0002 
 3.50000000000000E+0001 -5.09155273437500E-0002  7.39074707031250E-0002 
 3.55000000000000E+0001 -2.10021972656250E-0002  1.06835937500000E-0001 
 3.60000000000000E+0001  1.27746582031249E-0002  1.23266601562500E-0001 
 3.65000000000000E+0001  4.68627929687500E-0002  1.21533203124999E-0001 
 3.70000000000000E+0001  7.61657714843750E-0002  1.02630615234375E-0001 
 3.75000000000000E+0001  9.99267578125000E-0002  7.10327148437500E-0002 
 3.80000000000000E+0001  1.16589355468750E-0001  3.33068847656250E-0002 
 3.85000000000000E+0001  1.23114013671875E-0001 -4.02832031249999E-0003 
 3.90000000000000E+0001  1.18127441406250E-0001 -3.76098632812500E-0002 
 3.95000000000000E+0001  1.01068115234374E-0001 -6.55090332031250E-0002 
 4.00000000000000E+0001  7.44689941406250E-0002 -8.40698242187500E-0002 
 4.05000000000000E+0001  4.41162109375001E-0002 -9.27551269531250E-0002 
 4.10000000000000E+0001  1.32873535156250E-0002 -9.51782226562499E-0002 
 4.15000000000000E+0001 -1.95007324218750E-0002 -9.31884765624999E-0002 
 4.20000000000000E+0001 -5.46997070312501E-0002 -8.56262207031250E-0002 
 4.25000000000000E+0001 -8.79516601562500E-0002 -7.02209472656250E-0002 
